"Date","Temp","Year","Month","Day","Tributary","Reach","Area"
2004-01-28,5.73,2004,1,28,"Mill Creek","Ranch","Lower"
2004-01-29,6.28,2004,1,29,"Mill Creek","Ranch","Lower"
2004-01-30,6.46,2004,1,30,"Mill Creek","Ranch","Lower"
2004-01-31,5.95,2004,1,31,"Mill Creek","Ranch","Lower"
2004-02-01,5.85,2004,2,1,"Mill Creek","Ranch","Lower"
2004-02-02,6.14,2004,2,2,"Mill Creek","Ranch","Lower"
2004-02-03,6.2,2004,2,3,"Mill Creek","Ranch","Lower"
2004-02-04,6.05,2004,2,4,"Mill Creek","Ranch","Lower"
2004-02-05,6.08,2004,2,5,"Mill Creek","Ranch","Lower"
2004-02-06,6.11,2004,2,6,"Mill Creek","Ranch","Lower"
2004-02-07,5.89,2004,2,7,"Mill Creek","Ranch","Lower"
2004-02-08,5.83,2004,2,8,"Mill Creek","Ranch","Lower"
2004-02-09,5.91,2004,2,9,"Mill Creek","Ranch","Lower"
2004-02-10,5.91,2004,2,10,"Mill Creek","Ranch","Lower"
2004-02-11,6.05,2004,2,11,"Mill Creek","Ranch","Lower"
2004-02-12,6.16,2004,2,12,"Mill Creek","Ranch","Lower"
2004-02-13,6.54,2004,2,13,"Mill Creek","Ranch","Lower"
2004-02-14,7.13,2004,2,14,"Mill Creek","Ranch","Lower"
2004-02-15,7.43,2004,2,15,"Mill Creek","Ranch","Lower"
2004-02-16,7.59,2004,2,16,"Mill Creek","Ranch","Lower"
2004-02-17,7.28,2004,2,17,"Mill Creek","Ranch","Lower"
2004-02-18,6.81,2004,2,18,"Mill Creek","Ranch","Lower"
2004-02-19,6.79,2004,2,19,"Mill Creek","Ranch","Lower"
2004-02-20,6.97,2004,2,20,"Mill Creek","Ranch","Lower"
2004-02-21,7.1,2004,2,21,"Mill Creek","Ranch","Lower"
2004-02-22,7.24,2004,2,22,"Mill Creek","Ranch","Lower"
2004-02-23,7.36,2004,2,23,"Mill Creek","Ranch","Lower"
2004-02-24,7.34,2004,2,24,"Mill Creek","Ranch","Lower"
2004-02-25,7.1,2004,2,25,"Mill Creek","Ranch","Lower"
2004-02-26,6.8,2004,2,26,"Mill Creek","Ranch","Lower"
2004-02-27,6.69,2004,2,27,"Mill Creek","Ranch","Lower"
2004-02-28,6.82,2004,2,28,"Mill Creek","Ranch","Lower"
2004-02-29,7.04,2004,2,29,"Mill Creek","Ranch","Lower"
2004-03-01,6.9,2004,3,1,"Mill Creek","Ranch","Lower"
2004-03-02,6.77,2004,3,2,"Mill Creek","Ranch","Lower"
2004-03-03,6.88,2004,3,3,"Mill Creek","Ranch","Lower"
2004-03-04,7.12,2004,3,4,"Mill Creek","Ranch","Lower"
2004-03-05,7.69,2004,3,5,"Mill Creek","Ranch","Lower"
2004-03-06,8.42,2004,3,6,"Mill Creek","Ranch","Lower"
2004-03-07,8.98,2004,3,7,"Mill Creek","Ranch","Lower"
2004-03-08,9.31,2004,3,8,"Mill Creek","Ranch","Lower"
2004-03-09,9.25,2004,3,9,"Mill Creek","Ranch","Lower"
2004-03-10,8.89,2004,3,10,"Mill Creek","Ranch","Lower"
2004-03-11,8.69,2004,3,11,"Mill Creek","Ranch","Lower"
2004-03-12,8.75,2004,3,12,"Mill Creek","Ranch","Lower"
2004-03-13,8.88,2004,3,13,"Mill Creek","Ranch","Lower"
2004-03-14,8.94,2004,3,14,"Mill Creek","Ranch","Lower"
2004-03-15,8.85,2004,3,15,"Mill Creek","Ranch","Lower"
2004-03-16,8.81,2004,3,16,"Mill Creek","Ranch","Lower"
2004-03-17,8.91,2004,3,17,"Mill Creek","Ranch","Lower"
2004-03-18,9.1,2004,3,18,"Mill Creek","Ranch","Lower"
2004-03-19,8.98,2004,3,19,"Mill Creek","Ranch","Lower"
2004-03-20,8.86,2004,3,20,"Mill Creek","Ranch","Lower"
2004-03-21,9.17,2004,3,21,"Mill Creek","Ranch","Lower"
2004-03-22,9.32,2004,3,22,"Mill Creek","Ranch","Lower"
2004-03-23,9.26,2004,3,23,"Mill Creek","Ranch","Lower"
2004-03-24,8.69,2004,3,24,"Mill Creek","Ranch","Lower"
2004-03-25,7.53,2004,3,25,"Mill Creek","Ranch","Lower"
2004-03-26,7.31,2004,3,26,"Mill Creek","Ranch","Lower"
2004-03-27,8.22,2004,3,27,"Mill Creek","Ranch","Lower"
2004-03-28,9.07,2004,3,28,"Mill Creek","Ranch","Lower"
2004-03-29,9.27,2004,3,29,"Mill Creek","Ranch","Lower"
2004-03-30,8.84,2004,3,30,"Mill Creek","Ranch","Lower"
2004-03-31,8.53,2004,3,31,"Mill Creek","Ranch","Lower"
2004-04-01,8.47,2004,4,1,"Mill Creek","Ranch","Lower"
2004-04-02,8.9,2004,4,2,"Mill Creek","Ranch","Lower"
2004-04-03,9.56,2004,4,3,"Mill Creek","Ranch","Lower"
2004-04-04,9.54,2004,4,4,"Mill Creek","Ranch","Lower"
2004-04-05,9.34,2004,4,5,"Mill Creek","Ranch","Lower"
2004-04-06,9.49,2004,4,6,"Mill Creek","Ranch","Lower"
2004-04-07,9.76,2004,4,7,"Mill Creek","Ranch","Lower"
2004-04-08,10.12,2004,4,8,"Mill Creek","Ranch","Lower"
2004-04-09,10.24,2004,4,9,"Mill Creek","Ranch","Lower"
2004-04-10,10.15,2004,4,10,"Mill Creek","Ranch","Lower"
2004-04-11,10.2,2004,4,11,"Mill Creek","Ranch","Lower"
2004-04-12,10.11,2004,4,12,"Mill Creek","Ranch","Lower"
2004-04-13,9.64,2004,4,13,"Mill Creek","Ranch","Lower"
2004-04-14,9.25,2004,4,14,"Mill Creek","Ranch","Lower"
2004-04-15,8.87,2004,4,15,"Mill Creek","Ranch","Lower"
2004-04-16,8.65,2004,4,16,"Mill Creek","Ranch","Lower"
2004-04-17,8.46,2004,4,17,"Mill Creek","Ranch","Lower"
2004-04-18,8.07,2004,4,18,"Mill Creek","Ranch","Lower"
2004-04-19,8.2,2004,4,19,"Mill Creek","Ranch","Lower"
2004-04-20,8.61,2004,4,20,"Mill Creek","Ranch","Lower"
2004-04-21,8.9,2004,4,21,"Mill Creek","Ranch","Lower"
2004-04-22,9.57,2004,4,22,"Mill Creek","Ranch","Lower"
2004-04-23,10.48,2004,4,23,"Mill Creek","Ranch","Lower"
2004-04-24,11.19,2004,4,24,"Mill Creek","Ranch","Lower"
2004-04-25,11.75,2004,4,25,"Mill Creek","Ranch","Lower"
2004-04-26,12,2004,4,26,"Mill Creek","Ranch","Lower"
2004-04-27,11.64,2004,4,27,"Mill Creek","Ranch","Lower"
2004-04-28,10.79,2004,4,28,"Mill Creek","Ranch","Lower"
2004-04-29,10.52,2004,4,29,"Mill Creek","Ranch","Lower"
2004-04-30,10.96,2004,4,30,"Mill Creek","Ranch","Lower"
2004-05-01,11.47,2004,5,1,"Mill Creek","Ranch","Lower"
2004-05-02,11.9,2004,5,2,"Mill Creek","Ranch","Lower"
2004-05-03,11.99,2004,5,3,"Mill Creek","Ranch","Lower"
2004-05-04,11.54,2004,5,4,"Mill Creek","Ranch","Lower"
2004-05-05,10.96,2004,5,5,"Mill Creek","Ranch","Lower"
2004-05-06,10.68,2004,5,6,"Mill Creek","Ranch","Lower"
2004-05-07,10.79,2004,5,7,"Mill Creek","Ranch","Lower"
2004-05-08,10.89,2004,5,8,"Mill Creek","Ranch","Lower"
2004-05-09,10.82,2004,5,9,"Mill Creek","Ranch","Lower"
2004-05-10,10.53,2004,5,10,"Mill Creek","Ranch","Lower"
2004-05-11,10.35,2004,5,11,"Mill Creek","Ranch","Lower"
2004-05-12,10.86,2004,5,12,"Mill Creek","Ranch","Lower"
2004-05-13,11.51,2004,5,13,"Mill Creek","Ranch","Lower"
2004-05-14,11.97,2004,5,14,"Mill Creek","Ranch","Lower"
2004-05-15,12.05,2004,5,15,"Mill Creek","Ranch","Lower"
2004-05-16,11.83,2004,5,16,"Mill Creek","Ranch","Lower"
2004-05-17,11.53,2004,5,17,"Mill Creek","Ranch","Lower"
2004-05-18,11.1,2004,5,18,"Mill Creek","Ranch","Lower"
2004-05-19,11.26,2004,5,19,"Mill Creek","Ranch","Lower"
2004-05-20,11.57,2004,5,20,"Mill Creek","Ranch","Lower"
2004-05-21,11.67,2004,5,21,"Mill Creek","Ranch","Lower"
2004-05-22,11.97,2004,5,22,"Mill Creek","Ranch","Lower"
2004-05-23,12.1,2004,5,23,"Mill Creek","Ranch","Lower"
2004-05-24,12.2,2004,5,24,"Mill Creek","Ranch","Lower"
2004-05-25,12.41,2004,5,25,"Mill Creek","Ranch","Lower"
2004-05-26,12.47,2004,5,26,"Mill Creek","Ranch","Lower"
2004-05-27,11.87,2004,5,27,"Mill Creek","Ranch","Lower"
2004-05-28,11.17,2004,5,28,"Mill Creek","Ranch","Lower"
2004-05-29,11.6,2004,5,29,"Mill Creek","Ranch","Lower"
2004-05-30,12.52,2004,5,30,"Mill Creek","Ranch","Lower"
2004-05-31,12.98,2004,5,31,"Mill Creek","Ranch","Lower"
2004-06-01,13.36,2004,6,1,"Mill Creek","Ranch","Lower"
2004-06-02,13.66,2004,6,2,"Mill Creek","Ranch","Lower"
2004-06-03,13.71,2004,6,3,"Mill Creek","Ranch","Lower"
2004-06-04,13.67,2004,6,4,"Mill Creek","Ranch","Lower"
2004-06-05,13.53,2004,6,5,"Mill Creek","Ranch","Lower"
2004-06-06,13.03,2004,6,6,"Mill Creek","Ranch","Lower"
2004-06-07,12.25,2004,6,7,"Mill Creek","Ranch","Lower"
2004-06-08,11.73,2004,6,8,"Mill Creek","Ranch","Lower"
2004-06-09,12.13,2004,6,9,"Mill Creek","Ranch","Lower"
2004-06-10,13.03,2004,6,10,"Mill Creek","Ranch","Lower"
2004-06-11,13.55,2004,6,11,"Mill Creek","Ranch","Lower"
2004-06-12,13.87,2004,6,12,"Mill Creek","Ranch","Lower"
2004-06-13,14.21,2004,6,13,"Mill Creek","Ranch","Lower"
2004-06-14,14.52,2004,6,14,"Mill Creek","Ranch","Lower"
2004-06-15,14.86,2004,6,15,"Mill Creek","Ranch","Lower"
2004-06-16,15.14,2004,6,16,"Mill Creek","Ranch","Lower"
2004-06-17,15.16,2004,6,17,"Mill Creek","Ranch","Lower"
2004-06-18,15.12,2004,6,18,"Mill Creek","Ranch","Lower"
2004-06-19,15.18,2004,6,19,"Mill Creek","Ranch","Lower"
2004-06-20,15.45,2004,6,20,"Mill Creek","Ranch","Lower"
2004-06-21,15.69,2004,6,21,"Mill Creek","Ranch","Lower"
2004-06-22,15.72,2004,6,22,"Mill Creek","Ranch","Lower"
2004-06-23,15.63,2004,6,23,"Mill Creek","Ranch","Lower"
2004-06-24,15.53,2004,6,24,"Mill Creek","Ranch","Lower"
2004-06-25,15.58,2004,6,25,"Mill Creek","Ranch","Lower"
2004-06-26,15.71,2004,6,26,"Mill Creek","Ranch","Lower"
2004-06-27,15.88,2004,6,27,"Mill Creek","Ranch","Lower"
2004-06-28,15.93,2004,6,28,"Mill Creek","Ranch","Lower"
2004-06-29,16.02,2004,6,29,"Mill Creek","Ranch","Lower"
2004-06-30,16.15,2004,6,30,"Mill Creek","Ranch","Lower"
2004-07-01,16.43,2004,7,1,"Mill Creek","Ranch","Lower"
2004-07-02,16.96,2004,7,2,"Mill Creek","Ranch","Lower"
2004-07-03,17.3,2004,7,3,"Mill Creek","Ranch","Lower"
2004-07-04,17.59,2004,7,4,"Mill Creek","Ranch","Lower"
2004-07-05,18.08,2004,7,5,"Mill Creek","Ranch","Lower"
2004-07-06,18.16,2004,7,6,"Mill Creek","Ranch","Lower"
2004-07-07,17.69,2004,7,7,"Mill Creek","Ranch","Lower"
2004-07-08,17.03,2004,7,8,"Mill Creek","Ranch","Lower"
2004-07-09,16.62,2004,7,9,"Mill Creek","Ranch","Lower"
2004-07-10,16.67,2004,7,10,"Mill Creek","Ranch","Lower"
2004-07-11,16.78,2004,7,11,"Mill Creek","Ranch","Lower"
2004-07-12,16.8,2004,7,12,"Mill Creek","Ranch","Lower"
2004-07-13,16.82,2004,7,13,"Mill Creek","Ranch","Lower"
2004-07-14,16.85,2004,7,14,"Mill Creek","Ranch","Lower"
2004-07-15,16.99,2004,7,15,"Mill Creek","Ranch","Lower"
2004-07-16,17.35,2004,7,16,"Mill Creek","Ranch","Lower"
2004-07-17,17.77,2004,7,17,"Mill Creek","Ranch","Lower"
2004-07-18,18.03,2004,7,18,"Mill Creek","Ranch","Lower"
2004-07-19,18.36,2004,7,19,"Mill Creek","Ranch","Lower"
2004-07-20,18.73,2004,7,20,"Mill Creek","Ranch","Lower"
2004-07-21,19,2004,7,21,"Mill Creek","Ranch","Lower"
2004-07-22,19.22,2004,7,22,"Mill Creek","Ranch","Lower"
2004-07-23,19.27,2004,7,23,"Mill Creek","Ranch","Lower"
2004-07-24,19.24,2004,7,24,"Mill Creek","Ranch","Lower"
2004-07-25,19.11,2004,7,25,"Mill Creek","Ranch","Lower"
2004-07-26,18.99,2004,7,26,"Mill Creek","Ranch","Lower"
2004-07-27,19.02,2004,7,27,"Mill Creek","Ranch","Lower"
2004-07-28,18.84,2004,7,28,"Mill Creek","Ranch","Lower"
2004-07-29,18.69,2004,7,29,"Mill Creek","Ranch","Lower"
2004-07-30,18.65,2004,7,30,"Mill Creek","Ranch","Lower"
2004-07-31,18.37,2004,7,31,"Mill Creek","Ranch","Lower"
2004-08-01,17.93,2004,8,1,"Mill Creek","Ranch","Lower"
2004-08-02,17.75,2004,8,2,"Mill Creek","Ranch","Lower"
2004-08-03,18.15,2004,8,3,"Mill Creek","Ranch","Lower"
2004-08-04,18.23,2004,8,4,"Mill Creek","Ranch","Lower"
2004-08-05,17.82,2004,8,5,"Mill Creek","Ranch","Lower"
2004-08-06,17.81,2004,8,6,"Mill Creek","Ranch","Lower"
2004-08-07,18.35,2004,8,7,"Mill Creek","Ranch","Lower"
2004-08-08,18.71,2004,8,8,"Mill Creek","Ranch","Lower"
2004-08-09,18.66,2004,8,9,"Mill Creek","Ranch","Lower"
2004-08-10,18.62,2004,8,10,"Mill Creek","Ranch","Lower"
2004-08-11,18.64,2004,8,11,"Mill Creek","Ranch","Lower"
2004-08-12,18.7,2004,8,12,"Mill Creek","Ranch","Lower"
2004-08-13,18.79,2004,8,13,"Mill Creek","Ranch","Lower"
2004-08-14,18.39,2004,8,14,"Mill Creek","Ranch","Lower"
2004-08-15,17.79,2004,8,15,"Mill Creek","Ranch","Lower"
2004-08-16,17.89,2004,8,16,"Mill Creek","Ranch","Lower"
2004-08-17,18.23,2004,8,17,"Mill Creek","Ranch","Lower"
2004-08-18,18.64,2004,8,18,"Mill Creek","Ranch","Lower"
2004-08-19,18.96,2004,8,19,"Mill Creek","Ranch","Lower"
2004-08-20,18.92,2004,8,20,"Mill Creek","Ranch","Lower"
2004-08-21,18.28,2004,8,21,"Mill Creek","Ranch","Lower"
2004-08-22,17.86,2004,8,22,"Mill Creek","Ranch","Lower"
2004-08-23,18.2,2004,8,23,"Mill Creek","Ranch","Lower"
2004-08-24,18.04,2004,8,24,"Mill Creek","Ranch","Lower"
2004-08-25,17.41,2004,8,25,"Mill Creek","Ranch","Lower"
2004-08-26,17.02,2004,8,26,"Mill Creek","Ranch","Lower"
2004-08-27,17.21,2004,8,27,"Mill Creek","Ranch","Lower"
2004-08-28,17.75,2004,8,28,"Mill Creek","Ranch","Lower"
2004-08-29,17.96,2004,8,29,"Mill Creek","Ranch","Lower"
2004-08-30,17.87,2004,8,30,"Mill Creek","Ranch","Lower"
2004-08-31,17.73,2004,8,31,"Mill Creek","Ranch","Lower"
2004-09-01,17.47,2004,9,1,"Mill Creek","Ranch","Lower"
2004-09-02,16.73,2004,9,2,"Mill Creek","Ranch","Lower"
2004-09-03,16.29,2004,9,3,"Mill Creek","Ranch","Lower"
2004-09-04,16.58,2004,9,4,"Mill Creek","Ranch","Lower"
2004-09-05,16.85,2004,9,5,"Mill Creek","Ranch","Lower"
2004-09-06,17.09,2004,9,6,"Mill Creek","Ranch","Lower"
2004-09-07,17.36,2004,9,7,"Mill Creek","Ranch","Lower"
2004-09-08,17.51,2004,9,8,"Mill Creek","Ranch","Lower"
2004-09-09,17.48,2004,9,9,"Mill Creek","Ranch","Lower"
2004-09-10,17.34,2004,9,10,"Mill Creek","Ranch","Lower"
2004-09-11,17.22,2004,9,11,"Mill Creek","Ranch","Lower"
2004-09-12,17.07,2004,9,12,"Mill Creek","Ranch","Lower"
2004-09-13,16.1,2004,9,13,"Mill Creek","Ranch","Lower"
2004-09-14,15.6,2004,9,14,"Mill Creek","Ranch","Lower"
2004-09-15,16.08,2004,9,15,"Mill Creek","Ranch","Lower"
2004-09-16,16.2,2004,9,16,"Mill Creek","Ranch","Lower"
2004-09-17,15.81,2004,9,17,"Mill Creek","Ranch","Lower"
2004-09-18,14.96,2004,9,18,"Mill Creek","Ranch","Lower"
2004-09-19,14.3,2004,9,19,"Mill Creek","Ranch","Lower"
2004-09-20,14.03,2004,9,20,"Mill Creek","Ranch","Lower"
2004-09-21,14.08,2004,9,21,"Mill Creek","Ranch","Lower"
2004-09-22,14.37,2004,9,22,"Mill Creek","Ranch","Lower"
2004-09-23,14.57,2004,9,23,"Mill Creek","Ranch","Lower"
2004-09-24,14.77,2004,9,24,"Mill Creek","Ranch","Lower"
2004-09-25,14.65,2004,9,25,"Mill Creek","Ranch","Lower"
2004-09-26,14.6,2004,9,26,"Mill Creek","Ranch","Lower"
2004-09-27,14.52,2004,9,27,"Mill Creek","Ranch","Lower"
2004-09-28,14.48,2004,9,28,"Mill Creek","Ranch","Lower"
2004-09-29,14.77,2004,9,29,"Mill Creek","Ranch","Lower"
2004-09-30,14.72,2004,9,30,"Mill Creek","Ranch","Lower"
2004-10-01,14.7,2004,10,1,"Mill Creek","Ranch","Lower"
2004-10-02,14.95,2004,10,2,"Mill Creek","Ranch","Lower"
2004-10-03,15.24,2004,10,3,"Mill Creek","Ranch","Lower"
2004-10-04,15.3,2004,10,4,"Mill Creek","Ranch","Lower"
2004-10-05,15.2,2004,10,5,"Mill Creek","Ranch","Lower"
2004-10-06,15.16,2004,10,6,"Mill Creek","Ranch","Lower"
2004-10-07,15.03,2004,10,7,"Mill Creek","Ranch","Lower"
2004-10-08,14.47,2004,10,8,"Mill Creek","Ranch","Lower"
2004-10-09,13.64,2004,10,9,"Mill Creek","Ranch","Lower"
2004-10-10,13.2,2004,10,10,"Mill Creek","Ranch","Lower"
2004-10-11,12.74,2004,10,11,"Mill Creek","Ranch","Lower"
2004-10-12,12.86,2004,10,12,"Mill Creek","Ranch","Lower"
2004-10-13,13.59,2004,10,13,"Mill Creek","Ranch","Lower"
2004-10-14,13.62,2004,10,14,"Mill Creek","Ranch","Lower"
2004-10-15,12.99,2004,10,15,"Mill Creek","Ranch","Lower"
2004-10-16,12.47,2004,10,16,"Mill Creek","Ranch","Lower"
2004-10-17,11.51,2004,10,17,"Mill Creek","Ranch","Lower"
2004-10-18,10.02,2004,10,18,"Mill Creek","Ranch","Lower"
2004-10-19,9.34,2004,10,19,"Mill Creek","Ranch","Lower"
2004-10-20,9.07,2004,10,20,"Mill Creek","Ranch","Lower"
2004-10-21,8.96,2004,10,21,"Mill Creek","Ranch","Lower"
2004-10-22,9.2,2004,10,22,"Mill Creek","Ranch","Lower"
2004-10-23,9.39,2004,10,23,"Mill Creek","Ranch","Lower"
2004-10-24,9.22,2004,10,24,"Mill Creek","Ranch","Lower"
2004-10-25,8.9,2004,10,25,"Mill Creek","Ranch","Lower"
2004-10-26,8.63,2004,10,26,"Mill Creek","Ranch","Lower"
2004-10-27,8.44,2004,10,27,"Mill Creek","Ranch","Lower"
2004-10-28,8.45,2004,10,28,"Mill Creek","Ranch","Lower"
2004-10-29,8.49,2004,10,29,"Mill Creek","Ranch","Lower"
2004-10-30,8.25,2004,10,30,"Mill Creek","Ranch","Lower"
2004-10-31,7.84,2004,10,31,"Mill Creek","Ranch","Lower"
2004-11-01,7.69,2004,11,1,"Mill Creek","Ranch","Lower"
2004-11-02,7.9,2004,11,2,"Mill Creek","Ranch","Lower"
2004-11-03,8.08,2004,11,3,"Mill Creek","Ranch","Lower"
2004-11-04,7.97,2004,11,4,"Mill Creek","Ranch","Lower"
2004-11-05,7.89,2004,11,5,"Mill Creek","Ranch","Lower"
2004-11-06,8.1,2004,11,6,"Mill Creek","Ranch","Lower"
2004-11-07,8.44,2004,11,7,"Mill Creek","Ranch","Lower"
2004-11-08,8.83,2004,11,8,"Mill Creek","Ranch","Lower"
2004-11-09,9.11,2004,11,9,"Mill Creek","Ranch","Lower"
2004-11-10,9.25,2004,11,10,"Mill Creek","Ranch","Lower"
2004-11-11,9.12,2004,11,11,"Mill Creek","Ranch","Lower"
2004-11-12,8.95,2004,11,12,"Mill Creek","Ranch","Lower"
2004-11-13,8.78,2004,11,13,"Mill Creek","Ranch","Lower"
2004-11-14,8.53,2004,11,14,"Mill Creek","Ranch","Lower"
2004-11-15,8.6,2004,11,15,"Mill Creek","Ranch","Lower"
2004-11-16,8.6,2004,11,16,"Mill Creek","Ranch","Lower"
2004-11-17,8.29,2004,11,17,"Mill Creek","Ranch","Lower"
2004-11-18,7.94,2004,11,18,"Mill Creek","Ranch","Lower"
2004-11-19,7.32,2004,11,19,"Mill Creek","Ranch","Lower"
2004-11-20,6.48,2004,11,20,"Mill Creek","Ranch","Lower"
2004-11-21,5.93,2004,11,21,"Mill Creek","Ranch","Lower"
2004-11-22,5.85,2004,11,22,"Mill Creek","Ranch","Lower"
2004-11-23,6.09,2004,11,23,"Mill Creek","Ranch","Lower"
2004-11-24,6.34,2004,11,24,"Mill Creek","Ranch","Lower"
2004-11-25,6.59,2004,11,25,"Mill Creek","Ranch","Lower"
2004-11-26,6.82,2004,11,26,"Mill Creek","Ranch","Lower"
2004-11-27,6.36,2004,11,27,"Mill Creek","Ranch","Lower"
2004-11-28,5.19,2004,11,28,"Mill Creek","Ranch","Lower"
2004-11-29,4.52,2004,11,29,"Mill Creek","Ranch","Lower"
2004-11-30,4.54,2004,11,30,"Mill Creek","Ranch","Lower"
2004-12-01,4.65,2004,12,1,"Mill Creek","Ranch","Lower"
2004-12-02,4.73,2004,12,2,"Mill Creek","Ranch","Lower"
2004-12-03,4.64,2004,12,3,"Mill Creek","Ranch","Lower"
2004-12-04,4.58,2004,12,4,"Mill Creek","Ranch","Lower"
2004-12-05,4.88,2004,12,5,"Mill Creek","Ranch","Lower"
2004-12-06,5.64,2004,12,6,"Mill Creek","Ranch","Lower"
2004-12-07,6.66,2004,12,7,"Mill Creek","Ranch","Lower"
2004-12-08,7.66,2004,12,8,"Mill Creek","Ranch","Lower"
2004-12-09,7.91,2004,12,9,"Mill Creek","Ranch","Lower"
2004-12-10,7.5,2004,12,10,"Mill Creek","Ranch","Lower"
2004-12-11,7.26,2004,12,11,"Mill Creek","Ranch","Lower"
2004-12-12,7.54,2004,12,12,"Mill Creek","Ranch","Lower"
2004-12-13,7.95,2004,12,13,"Mill Creek","Ranch","Lower"
2004-12-14,7.5,2004,12,14,"Mill Creek","Ranch","Lower"
2004-12-15,6.8,2004,12,15,"Mill Creek","Ranch","Lower"
2004-12-16,6.5,2004,12,16,"Mill Creek","Ranch","Lower"
2004-12-17,6.32,2004,12,17,"Mill Creek","Ranch","Lower"
2004-12-18,6.2,2004,12,18,"Mill Creek","Ranch","Lower"
2004-12-19,6.07,2004,12,19,"Mill Creek","Ranch","Lower"
2004-12-20,5.93,2004,12,20,"Mill Creek","Ranch","Lower"
2004-12-21,5.87,2004,12,21,"Mill Creek","Ranch","Lower"
2004-12-22,5.62,2004,12,22,"Mill Creek","Ranch","Lower"
2004-12-23,5.32,2004,12,23,"Mill Creek","Ranch","Lower"
2004-12-24,5.14,2004,12,24,"Mill Creek","Ranch","Lower"
2004-12-25,5.13,2004,12,25,"Mill Creek","Ranch","Lower"
2004-12-26,5.91,2004,12,26,"Mill Creek","Ranch","Lower"
2004-12-27,7.04,2004,12,27,"Mill Creek","Ranch","Lower"
2004-12-28,7.4,2004,12,28,"Mill Creek","Ranch","Lower"
2004-12-29,7.06,2004,12,29,"Mill Creek","Ranch","Lower"
2004-12-30,6.6,2004,12,30,"Mill Creek","Ranch","Lower"
2004-12-31,6.28,2004,12,31,"Mill Creek","Ranch","Lower"
2005-01-01,6.06,2005,1,1,"Mill Creek","Ranch","Lower"
2005-01-02,5.94,2005,1,2,"Mill Creek","Ranch","Lower"
2005-01-03,5.87,2005,1,3,"Mill Creek","Ranch","Lower"
2005-01-04,5.9,2005,1,4,"Mill Creek","Ranch","Lower"
2005-01-05,6.17,2005,1,5,"Mill Creek","Ranch","Lower"
2005-01-06,6.2,2005,1,6,"Mill Creek","Ranch","Lower"
2005-01-07,5.86,2005,1,7,"Mill Creek","Ranch","Lower"
2005-01-08,5.88,2005,1,8,"Mill Creek","Ranch","Lower"
2005-01-09,6.2,2005,1,9,"Mill Creek","Ranch","Lower"
2005-01-10,6.32,2005,1,10,"Mill Creek","Ranch","Lower"
2005-01-11,6.01,2005,1,11,"Mill Creek","Ranch","Lower"
2005-01-12,5.44,2005,1,12,"Mill Creek","Ranch","Lower"
2005-01-13,5.29,2005,1,13,"Mill Creek","Ranch","Lower"
2005-01-14,5.61,2005,1,14,"Mill Creek","Ranch","Lower"
2005-01-15,6.26,2005,1,15,"Mill Creek","Ranch","Lower"
2005-01-16,6.82,2005,1,16,"Mill Creek","Ranch","Lower"
2005-01-17,6.98,2005,1,17,"Mill Creek","Ranch","Lower"
2005-01-18,7.02,2005,1,18,"Mill Creek","Ranch","Lower"
2005-01-19,6.93,2005,1,19,"Mill Creek","Ranch","Lower"
2005-01-20,6.85,2005,1,20,"Mill Creek","Ranch","Lower"
2005-01-21,6.71,2005,1,21,"Mill Creek","Ranch","Lower"
