"Date","Year","Month","Day","Tributary","Area","Temp"
"2004-02-26",2004,2,26,"Butte Creek","Upper",7.369583333
"2004-02-27",2004,2,27,"Butte Creek","Upper",7.244583333
"2004-02-28",2004,2,28,"Butte Creek","Upper",7.048333333
"2004-02-29",2004,2,29,"Butte Creek","Upper",7.21
"2004-03-01",2004,3,1,"Butte Creek","Upper",6.776666667
"2004-03-02",2004,3,2,"Butte Creek","Upper",6.655
"2004-03-03",2004,3,3,"Butte Creek","Upper",6.448333333
"2004-03-04",2004,3,4,"Butte Creek","Upper",6.64125
"2004-03-05",2004,3,5,"Butte Creek","Upper",7.029166667
"2004-03-06",2004,3,6,"Butte Creek","Upper",7.782083333
"2004-03-07",2004,3,7,"Butte Creek","Upper",8.0575
"2004-03-08",2004,3,8,"Butte Creek","Upper",8.54
"2004-03-09",2004,3,9,"Butte Creek","Upper",9.059166667
"2004-03-10",2004,3,10,"Butte Creek","Upper",8.585
"2004-03-11",2004,3,11,"Butte Creek","Upper",8.45
"2004-03-12",2004,3,12,"Butte Creek","Upper",8.482916667
"2004-03-13",2004,3,13,"Butte Creek","Upper",8.545833333
"2004-03-14",2004,3,14,"Butte Creek","Upper",8.842083333
"2004-03-15",2004,3,15,"Butte Creek","Upper",8.860416667
"2004-03-16",2004,3,16,"Butte Creek","Upper",8.604166667
"2004-03-17",2004,3,17,"Butte Creek","Upper",8.66875
"2004-03-18",2004,3,18,"Butte Creek","Upper",8.937083333
"2004-03-19",2004,3,19,"Butte Creek","Upper",9.155833333
"2004-03-20",2004,3,20,"Butte Creek","Upper",8.45
"2004-03-21",2004,3,21,"Butte Creek","Upper",9.071666667
"2004-03-22",2004,3,22,"Butte Creek","Upper",9.348333333
"2004-03-23",2004,3,23,"Butte Creek","Upper",9.18625
"2004-03-24",2004,3,24,"Butte Creek","Upper",9.098333333
"2004-03-25",2004,3,25,"Butte Creek","Upper",8.020416667
"2004-03-26",2004,3,26,"Butte Creek","Upper",6.695416667
"2004-03-27",2004,3,27,"Butte Creek","Upper",7.660416667
"2004-03-28",2004,3,28,"Butte Creek","Upper",8.425416667
"2004-03-29",2004,3,29,"Butte Creek","Upper",9.167916667
"2004-03-30",2004,3,30,"Butte Creek","Upper",8.93375
"2004-03-31",2004,3,31,"Butte Creek","Upper",8.462916667
"2004-04-01",2004,4,1,"Butte Creek","Upper",8.057916667
"2004-04-02",2004,4,2,"Butte Creek","Upper",7.697916667
"2004-04-03",2004,4,3,"Butte Creek","Upper",8.547083333
"2004-04-04",2004,4,4,"Butte Creek","Upper",9.015217391
"2004-04-05",2004,4,5,"Butte Creek","Upper",8.630416667
"2004-04-06",2004,4,6,"Butte Creek","Upper",8.205
"2004-04-07",2004,4,7,"Butte Creek","Upper",8.43
"2004-04-08",2004,4,8,"Butte Creek","Upper",8.995833333
"2004-04-09",2004,4,9,"Butte Creek","Upper",9.412916667
"2004-04-10",2004,4,10,"Butte Creek","Upper",9.342083333
"2004-04-11",2004,4,11,"Butte Creek","Upper",9.2325
"2004-04-12",2004,4,12,"Butte Creek","Upper",9.464166667
"2004-04-13",2004,4,13,"Butte Creek","Upper",8.862083333
"2004-04-14",2004,4,14,"Butte Creek","Upper",8.325833333
"2004-04-15",2004,4,15,"Butte Creek","Upper",7.961666667
"2004-04-16",2004,4,16,"Butte Creek","Upper",7.224166667
"2004-04-17",2004,4,17,"Butte Creek","Upper",6.999583333
"2004-04-18",2004,4,18,"Butte Creek","Upper",6.836666667
"2004-04-19",2004,4,19,"Butte Creek","Upper",6.5575
"2004-04-20",2004,4,20,"Butte Creek","Upper",7.223333333
"2004-04-21",2004,4,21,"Butte Creek","Upper",7.595
"2004-04-22",2004,4,22,"Butte Creek","Upper",7.826666667
"2004-04-23",2004,4,23,"Butte Creek","Upper",8.839166667
"2004-04-24",2004,4,24,"Butte Creek","Upper",9.82375
"2004-04-25",2004,4,25,"Butte Creek","Upper",10.77208333
"2004-04-26",2004,4,26,"Butte Creek","Upper",11.41291667
"2004-04-27",2004,4,27,"Butte Creek","Upper",12.21166667
"2004-04-28",2004,4,28,"Butte Creek","Upper",11.98625
"2004-04-29",2004,4,29,"Butte Creek","Upper",10.57375
"2004-04-30",2004,4,30,"Butte Creek","Upper",10.14375
"2004-05-01",2004,5,1,"Butte Creek","Upper",10.77291667
"2004-05-02",2004,5,2,"Butte Creek","Upper",11.44
"2004-05-03",2004,5,3,"Butte Creek","Upper",11.95291667
"2004-05-04",2004,5,4,"Butte Creek","Upper",12.12166667
"2004-05-05",2004,5,5,"Butte Creek","Upper",11.62
"2004-05-06",2004,5,6,"Butte Creek","Upper",11.05166667
"2004-05-07",2004,5,7,"Butte Creek","Upper",10.95375
"2004-05-08",2004,5,8,"Butte Creek","Upper",11.35375
"2004-05-09",2004,5,9,"Butte Creek","Upper",10.75875
"2004-05-10",2004,5,10,"Butte Creek","Upper",10.63958333
"2004-05-11",2004,5,11,"Butte Creek","Upper",9.41875
"2004-05-12",2004,5,12,"Butte Creek","Upper",9.460833333
"2004-05-13",2004,5,13,"Butte Creek","Upper",10.38958333
"2004-05-14",2004,5,14,"Butte Creek","Upper",11.2075
"2004-05-15",2004,5,15,"Butte Creek","Upper",11.85166667
"2004-05-16",2004,5,16,"Butte Creek","Upper",12.135
"2004-05-17",2004,5,17,"Butte Creek","Upper",11.78125
"2004-05-18",2004,5,18,"Butte Creek","Upper",11.37291667
"2004-05-19",2004,5,19,"Butte Creek","Upper",10.85541667
"2004-05-20",2004,5,20,"Butte Creek","Upper",11.6
"2004-05-21",2004,5,21,"Butte Creek","Upper",11.24566667
"2004-05-22",2004,5,22,"Butte Creek","Upper",11.24625
"2004-05-23",2004,5,23,"Butte Creek","Upper",11.87245833
"2004-05-24",2004,5,24,"Butte Creek","Upper",11.87725
"2004-05-25",2004,5,25,"Butte Creek","Upper",11.92716667
"2004-05-26",2004,5,26,"Butte Creek","Upper",12.33054167
"2004-05-27",2004,5,27,"Butte Creek","Upper",13.45045833
"2004-05-28",2004,5,28,"Butte Creek","Upper",12.59275
"2004-05-29",2004,5,29,"Butte Creek","Upper",11.881875
"2004-05-30",2004,5,30,"Butte Creek","Upper",12.76379167
"2004-05-31",2004,5,31,"Butte Creek","Upper",13.72604167
"2004-06-01",2004,6,1,"Butte Creek","Upper",14.19629167
"2004-06-02",2004,6,2,"Butte Creek","Upper",14.72816667
"2004-06-03",2004,6,3,"Butte Creek","Upper",15.18558333
"2004-06-04",2004,6,4,"Butte Creek","Upper",14.93845833
"2004-06-05",2004,6,5,"Butte Creek","Upper",15.198375
"2004-06-06",2004,6,6,"Butte Creek","Upper",15.21516667
"2004-06-07",2004,6,7,"Butte Creek","Upper",14.901625
"2004-06-08",2004,6,8,"Butte Creek","Upper",13.594125
"2004-06-09",2004,6,9,"Butte Creek","Upper",12.50154167
"2004-06-10",2004,6,10,"Butte Creek","Upper",13.05329167
"2004-06-11",2004,6,11,"Butte Creek","Upper",13.62770833
"2004-06-12",2004,6,12,"Butte Creek","Upper",14.319375
"2004-06-13",2004,6,13,"Butte Creek","Upper",15.08229167
"2004-06-14",2004,6,14,"Butte Creek","Upper",15.763875
"2004-06-15",2004,6,15,"Butte Creek","Upper",16.27170833
"2004-06-16",2004,6,16,"Butte Creek","Upper",16.94666667
"2004-06-17",2004,6,17,"Butte Creek","Upper",17.39608333
"2004-06-18",2004,6,18,"Butte Creek","Upper",17.272125
"2004-06-19",2004,6,19,"Butte Creek","Upper",17.17583333
"2004-06-20",2004,6,20,"Butte Creek","Upper",17.04283333
"2004-06-21",2004,6,21,"Butte Creek","Upper",17.47929167
"2004-06-22",2004,6,22,"Butte Creek","Upper",17.96304167
"2004-06-23",2004,6,23,"Butte Creek","Upper",17.867875
"2004-06-24",2004,6,24,"Butte Creek","Upper",17.68258333
"2004-06-25",2004,6,25,"Butte Creek","Upper",17.3215
"2004-06-26",2004,6,26,"Butte Creek","Upper",17.312625
"2004-06-27",2004,6,27,"Butte Creek","Upper",17.512875
"2004-06-28",2004,6,28,"Butte Creek","Upper",18.03745833
"2004-06-29",2004,6,29,"Butte Creek","Upper",17.90154167
"2004-06-30",2004,6,30,"Butte Creek","Upper",18.08191667
"2004-07-01",2004,7,1,"Butte Creek","Upper",18.27220833
"2004-07-02",2004,7,2,"Butte Creek","Upper",18.201875
"2004-07-03",2004,7,3,"Butte Creek","Upper",18.5695
"2004-07-04",2004,7,4,"Butte Creek","Upper",18.80054167
"2004-07-05",2004,7,5,"Butte Creek","Upper",19.3635
"2004-07-06",2004,7,6,"Butte Creek","Upper",20.05670833
"2004-07-07",2004,7,7,"Butte Creek","Upper",20.235
"2004-07-08",2004,7,8,"Butte Creek","Upper",19.43770833
"2004-07-09",2004,7,9,"Butte Creek","Upper",18.61808333
"2004-07-10",2004,7,10,"Butte Creek","Upper",17.80441667
"2004-07-11",2004,7,11,"Butte Creek","Upper",17.45341667
"2004-07-12",2004,7,12,"Butte Creek","Upper",17.43170833
"2004-07-13",2004,7,13,"Butte Creek","Upper",17.51291667
"2004-07-14",2004,7,14,"Butte Creek","Upper",17.37816667
"2004-07-15",2004,7,15,"Butte Creek","Upper",17.18875
"2004-07-16",2004,7,16,"Butte Creek","Upper",16.89616667
"2004-07-17",2004,7,17,"Butte Creek","Upper",17.36720833
"2004-07-18",2004,7,18,"Butte Creek","Upper",17.99766667
"2004-07-19",2004,7,19,"Butte Creek","Upper",18.495125
"2004-07-20",2004,7,20,"Butte Creek","Upper",19.172125
"2004-07-21",2004,7,21,"Butte Creek","Upper",19.34645833
"2004-07-22",2004,7,22,"Butte Creek","Upper",19.20079167
"2004-07-23",2004,7,23,"Butte Creek","Upper",19.19195833
"2004-07-24",2004,7,24,"Butte Creek","Upper",19.44958333
"2004-07-25",2004,7,25,"Butte Creek","Upper",19.32375
"2004-07-26",2004,7,26,"Butte Creek","Upper",18.631875
"2004-07-27",2004,7,27,"Butte Creek","Upper",18.28604167
"2004-07-28",2004,7,28,"Butte Creek","Upper",18.51883333
"2004-07-29",2004,7,29,"Butte Creek","Upper",18.519
"2004-07-30",2004,7,30,"Butte Creek","Upper",18.42775
"2004-07-31",2004,7,31,"Butte Creek","Upper",18.13933333
"2004-08-01",2004,8,1,"Butte Creek","Upper",17.71520833
"2004-08-02",2004,8,2,"Butte Creek","Upper",17.51891667
"2004-08-03",2004,8,3,"Butte Creek","Upper",17.41483333
"2004-08-04",2004,8,4,"Butte Creek","Upper",17.49029167
"2004-08-05",2004,8,5,"Butte Creek","Upper",17.171125
"2004-08-06",2004,8,6,"Butte Creek","Upper",16.59754167
"2004-08-07",2004,8,7,"Butte Creek","Upper",16.63216667
"2004-08-08",2004,8,8,"Butte Creek","Upper",17.17179167
"2004-08-09",2004,8,9,"Butte Creek","Upper",17.54770833
"2004-08-10",2004,8,10,"Butte Creek","Upper",17.31270833
"2004-08-11",2004,8,11,"Butte Creek","Upper",17.09970833
"2004-08-12",2004,8,12,"Butte Creek","Upper",17.339375
"2004-08-13",2004,8,13,"Butte Creek","Upper",17.83125
"2004-08-14",2004,8,14,"Butte Creek","Upper",18.0255
"2004-08-15",2004,8,15,"Butte Creek","Upper",17.74995833
"2004-08-16",2004,8,16,"Butte Creek","Upper",17.51716667
"2004-08-17",2004,8,17,"Butte Creek","Upper",17.501125
"2004-08-18",2004,8,18,"Butte Creek","Upper",17.91441667
"2004-08-19",2004,8,19,"Butte Creek","Upper",18.38920833
"2004-08-20",2004,8,20,"Butte Creek","Upper",18.09179167
"2004-08-21",2004,8,21,"Butte Creek","Upper",17.93533333
"2004-08-22",2004,8,22,"Butte Creek","Upper",17.61233333
"2004-08-23",2004,8,23,"Butte Creek","Upper",17.565625
"2004-08-24",2004,8,24,"Butte Creek","Upper",17.79466667
"2004-08-25",2004,8,25,"Butte Creek","Upper",17.38316667
"2004-08-26",2004,8,26,"Butte Creek","Upper",17.47054167
"2004-08-27",2004,8,27,"Butte Creek","Upper",16.96370833
"2004-08-28",2004,8,28,"Butte Creek","Upper",16.99933333
"2004-08-29",2004,8,29,"Butte Creek","Upper",17.20370833
"2004-08-30",2004,8,30,"Butte Creek","Upper",17.052
"2004-08-31",2004,8,31,"Butte Creek","Upper",16.890375
"2004-09-01",2004,9,1,"Butte Creek","Upper",16.78816667
"2004-09-02",2004,9,2,"Butte Creek","Upper",16.60166667
"2004-09-03",2004,9,3,"Butte Creek","Upper",15.84491667
"2004-09-04",2004,9,4,"Butte Creek","Upper",15.45095833
"2004-09-05",2004,9,5,"Butte Creek","Upper",15.82583333
"2004-09-06",2004,9,6,"Butte Creek","Upper",16.20441667
"2004-09-07",2004,9,7,"Butte Creek","Upper",16.407
"2004-09-08",2004,9,8,"Butte Creek","Upper",16.4895
"2004-09-09",2004,9,9,"Butte Creek","Upper",16.410125
"2004-09-10",2004,9,10,"Butte Creek","Upper",16.163875
"2004-09-11",2004,9,11,"Butte Creek","Upper",15.69575
"2004-09-12",2004,9,12,"Butte Creek","Upper",15.7285
"2004-09-13",2004,9,13,"Butte Creek","Upper",15.607375
"2004-09-14",2004,9,14,"Butte Creek","Upper",14.99316667
"2004-09-15",2004,9,15,"Butte Creek","Upper",14.88345833
"2004-09-16",2004,9,16,"Butte Creek","Upper",15.45904167
"2004-09-17",2004,9,17,"Butte Creek","Upper",15.542625
"2004-09-18",2004,9,18,"Butte Creek","Upper",14.87779167
"2004-09-19",2004,9,19,"Butte Creek","Upper",13.31070833
"2004-09-20",2004,9,20,"Butte Creek","Upper",12.36504167
"2004-09-21",2004,9,21,"Butte Creek","Upper",11.95170833
"2004-09-22",2004,9,22,"Butte Creek","Upper",12.17079167
"2004-09-23",2004,9,23,"Butte Creek","Upper",12.58191667
"2004-09-24",2004,9,24,"Butte Creek","Upper",12.91479167
"2004-09-25",2004,9,25,"Butte Creek","Upper",13.11179167
"2004-09-26",2004,9,26,"Butte Creek","Upper",13.16216667
"2004-09-27",2004,9,27,"Butte Creek","Upper",13.02745833
"2004-09-28",2004,9,28,"Butte Creek","Upper",12.61708333
"2004-09-29",2004,9,29,"Butte Creek","Upper",12.70083333
"2004-09-30",2004,9,30,"Butte Creek","Upper",13.18458333
"2004-10-01",2004,10,1,"Butte Creek","Upper",13.52083333
"2004-10-02",2004,10,2,"Butte Creek","Upper",13.53333333
"2004-10-03",2004,10,3,"Butte Creek","Upper",13.64875
"2004-10-04",2004,10,4,"Butte Creek","Upper",13.95166667
"2004-10-05",2004,10,5,"Butte Creek","Upper",13.91125
"2004-10-06",2004,10,6,"Butte Creek","Upper",13.72666667
"2004-10-07",2004,10,7,"Butte Creek","Upper",13.49458333
"2004-10-08",2004,10,8,"Butte Creek","Upper",13.26291667
"2004-10-09",2004,10,9,"Butte Creek","Upper",13.4625
"2004-10-10",2004,10,10,"Butte Creek","Upper",12.34583333
"2004-10-11",2004,10,11,"Butte Creek","Upper",11.55541667
"2004-10-12",2004,10,12,"Butte Creek","Upper",11.48666667
"2004-10-13",2004,10,13,"Butte Creek","Upper",12.12375
"2004-10-14",2004,10,14,"Butte Creek","Upper",12.50083333
"2004-10-15",2004,10,15,"Butte Creek","Upper",12.37208333
"2004-10-16",2004,10,16,"Butte Creek","Upper",12.04875
"2004-10-17",2004,10,17,"Butte Creek","Upper",11.86
"2004-10-18",2004,10,18,"Butte Creek","Upper",10.26791667
"2004-10-19",2004,10,19,"Butte Creek","Upper",9.525833333
"2004-10-20",2004,10,20,"Butte Creek","Upper",8.740416667
"2004-10-21",2004,10,21,"Butte Creek","Upper",8.121666667
"2004-10-22",2004,10,22,"Butte Creek","Upper",8.192916667
"2004-10-23",2004,10,23,"Butte Creek","Upper",8.97625
"2004-10-24",2004,10,24,"Butte Creek","Upper",9.31375
"2004-10-25",2004,10,25,"Butte Creek","Upper",8.834166667
"2004-10-26",2004,10,26,"Butte Creek","Upper",8.2375
"2004-10-27",2004,10,27,"Butte Creek","Upper",7.38375
"2004-10-28",2004,10,28,"Butte Creek","Upper",7.090416667
"2004-10-29",2004,10,29,"Butte Creek","Upper",7.16375
"2004-10-30",2004,10,30,"Butte Creek","Upper",7.345833333
"2004-10-31",2004,10,31,"Butte Creek","Upper",7.0228
"2004-11-01",2004,11,1,"Butte Creek","Upper",6.570833333
"2004-11-02",2004,11,2,"Butte Creek","Upper",6.777083333
"2004-11-03",2004,11,3,"Butte Creek","Upper",7.186666667
"2004-11-04",2004,11,4,"Butte Creek","Upper",7.167916667
"2004-11-05",2004,11,5,"Butte Creek","Upper",6.9325
"2004-11-06",2004,11,6,"Butte Creek","Upper",7.196666667
"2004-11-07",2004,11,7,"Butte Creek","Upper",7.487083333
"2004-11-08",2004,11,8,"Butte Creek","Upper",7.992916667
"2004-11-09",2004,11,9,"Butte Creek","Upper",8.308333333
"2004-11-10",2004,11,10,"Butte Creek","Upper",8.58
"2004-11-11",2004,11,11,"Butte Creek","Upper",8.667083333
"2004-11-12",2004,11,12,"Butte Creek","Upper",8.340833333
"2004-11-13",2004,11,13,"Butte Creek","Upper",8.314583333
"2004-11-14",2004,11,14,"Butte Creek","Upper",7.897916667
"2004-11-15",2004,11,15,"Butte Creek","Upper",7.755833333
"2004-11-16",2004,11,16,"Butte Creek","Upper",8.134583333
"2004-11-17",2004,11,17,"Butte Creek","Upper",7.780833333
"2004-11-18",2004,11,18,"Butte Creek","Upper",7.41625
"2004-11-19",2004,11,19,"Butte Creek","Upper",6.895
"2004-11-20",2004,11,20,"Butte Creek","Upper",5.922083333
"2004-11-21",2004,11,21,"Butte Creek","Upper",4.779583333
"2004-11-22",2004,11,22,"Butte Creek","Upper",4.475
"2004-11-23",2004,11,23,"Butte Creek","Upper",4.726666667
"2004-11-24",2004,11,24,"Butte Creek","Upper",5.073333333
"2004-11-25",2004,11,25,"Butte Creek","Upper",5.390833333
"2004-11-26",2004,11,26,"Butte Creek","Upper",5.5675
"2004-11-27",2004,11,27,"Butte Creek","Upper",5.683333333
"2004-11-28",2004,11,28,"Butte Creek","Upper",3.9
"2004-11-29",2004,11,29,"Butte Creek","Upper",2.88
"2004-11-30",2004,11,30,"Butte Creek","Upper",2.6025
"2004-12-01",2004,12,1,"Butte Creek","Upper",2.721666667
"2004-12-02",2004,12,2,"Butte Creek","Upper",2.76125
"2004-12-03",2004,12,3,"Butte Creek","Upper",2.83375
"2004-12-04",2004,12,4,"Butte Creek","Upper",2.695416667
"2004-12-05",2004,12,5,"Butte Creek","Upper",2.834583333
"2004-12-06",2004,12,6,"Butte Creek","Upper",3.376666667
"2004-12-07",2004,12,7,"Butte Creek","Upper",4.59875
"2004-12-08",2004,12,8,"Butte Creek","Upper",6.750416667
"2004-12-09",2004,12,9,"Butte Creek","Upper",7.376666667
"2004-12-10",2004,12,10,"Butte Creek","Upper",6.42125
"2004-12-11",2004,12,11,"Butte Creek","Upper",6.077083333
"2004-12-12",2004,12,12,"Butte Creek","Upper",6.2975
"2004-12-13",2004,12,13,"Butte Creek","Upper",6.706666667
"2004-12-14",2004,12,14,"Butte Creek","Upper",6.497083333
"2004-12-15",2004,12,15,"Butte Creek","Upper",5.76
"2004-12-16",2004,12,16,"Butte Creek","Upper",5.280416667
"2004-12-17",2004,12,17,"Butte Creek","Upper",5.144166667
"2004-12-18",2004,12,18,"Butte Creek","Upper",5.28125
"2004-12-19",2004,12,19,"Butte Creek","Upper",5.41625
"2004-12-20",2004,12,20,"Butte Creek","Upper",5.039166667
"2004-12-21",2004,12,21,"Butte Creek","Upper",4.82625
"2004-12-22",2004,12,22,"Butte Creek","Upper",4.565416667
"2004-12-23",2004,12,23,"Butte Creek","Upper",4.044166667
"2004-12-24",2004,12,24,"Butte Creek","Upper",3.9325
"2004-12-25",2004,12,25,"Butte Creek","Upper",3.795416667
"2004-12-26",2004,12,26,"Butte Creek","Upper",4.082916667
"2004-12-27",2004,12,27,"Butte Creek","Upper",5.131666667
"2004-12-28",2004,12,28,"Butte Creek","Upper",5.955416667
"2004-12-29",2004,12,29,"Butte Creek","Upper",6.01875
"2004-12-30",2004,12,30,"Butte Creek","Upper",5.864583333
"2004-12-31",2004,12,31,"Butte Creek","Upper",5.169166667
"2005-01-01",2005,1,1,"Butte Creek","Upper",4.265
"2005-01-02",2005,1,2,"Butte Creek","Upper",3.89375
"2005-01-03",2005,1,3,"Butte Creek","Upper",4.52625
"2005-01-04",2005,1,4,"Butte Creek","Upper",4.615416667
"2005-01-05",2005,1,5,"Butte Creek","Upper",4.954583333
"2005-01-06",2005,1,6,"Butte Creek","Upper",4.871666667
"2005-01-07",2005,1,7,"Butte Creek","Upper",4.806666667
"2005-01-08",2005,1,8,"Butte Creek","Upper",5.08375
"2005-01-09",2005,1,9,"Butte Creek","Upper",5.287916667
"2005-01-10",2005,1,10,"Butte Creek","Upper",5.242083333
"2005-01-11",2005,1,11,"Butte Creek","Upper",5.254583333
"2005-01-12",2005,1,12,"Butte Creek","Upper",4.883333333
"2005-01-13",2005,1,13,"Butte Creek","Upper",4.740833333
"2005-01-14",2005,1,14,"Butte Creek","Upper",4.799166667
"2005-01-15",2005,1,15,"Butte Creek","Upper",5.157083333
"2005-01-16",2005,1,16,"Butte Creek","Upper",5.774583333
"2005-01-17",2005,1,17,"Butte Creek","Upper",5.870416667
"2005-01-18",2005,1,18,"Butte Creek","Upper",5.979583333
"2005-01-19",2005,1,19,"Butte Creek","Upper",5.922916667
"2005-01-20",2005,1,20,"Butte Creek","Upper",5.889583333
"2005-01-21",2005,1,21,"Butte Creek","Upper",5.967916667
"2005-01-22",2005,1,22,"Butte Creek","Upper",5.690833333
"2005-01-23",2005,1,23,"Butte Creek","Upper",5.683333333
"2005-01-24",2005,1,24,"Butte Creek","Upper",6
"2005-01-25",2005,1,25,"Butte Creek","Upper",6.584166667
"2005-01-26",2005,1,26,"Butte Creek","Upper",6.877083333
"2005-01-27",2005,1,27,"Butte Creek","Upper",6.90875
"2005-01-28",2005,1,28,"Butte Creek","Upper",6.901666667
"2005-01-29",2005,1,29,"Butte Creek","Upper",6.193333333
"2005-01-30",2005,1,30,"Butte Creek","Upper",5.65
"2005-01-31",2005,1,31,"Butte Creek","Upper",5.8375
"2005-02-01",2005,2,1,"Butte Creek","Upper",6.117083333
"2005-02-02",2005,2,2,"Butte Creek","Upper",6.038333333
"2005-02-03",2005,2,3,"Butte Creek","Upper",6.29
"2005-02-04",2005,2,4,"Butte Creek","Upper",6.025
"2005-02-05",2005,2,5,"Butte Creek","Upper",5.922916667
"2005-02-06",2005,2,6,"Butte Creek","Upper",5.96625
"2005-02-07",2005,2,7,"Butte Creek","Upper",6.322083333
"2005-02-08",2005,2,8,"Butte Creek","Upper",5.876666667
"2005-02-09",2005,2,9,"Butte Creek","Upper",5.579583333
"2005-02-10",2005,2,10,"Butte Creek","Upper",5.579583333
"2005-02-11",2005,2,11,"Butte Creek","Upper",5.592083333
"2005-02-12",2005,2,12,"Butte Creek","Upper",5.968333333
"2005-02-13",2005,2,13,"Butte Creek","Upper",6.485416667
"2005-02-14",2005,2,14,"Butte Creek","Upper",6.680833333
"2005-02-15",2005,2,15,"Butte Creek","Upper",6.786666667
"2005-02-16",2005,2,16,"Butte Creek","Upper",7.153333333
"2005-02-17",2005,2,17,"Butte Creek","Upper",7.33875
"2005-02-18",2005,2,18,"Butte Creek","Upper",7.05
"2005-02-19",2005,2,19,"Butte Creek","Upper",6.842916667
"2005-02-20",2005,2,20,"Butte Creek","Upper",7.104583333
"2005-02-21",2005,2,21,"Butte Creek","Upper",7.117916667
"2005-02-22",2005,2,22,"Butte Creek","Upper",7.48
"2005-02-23",2005,2,23,"Butte Creek","Upper",7.37125
"2005-02-24",2005,2,24,"Butte Creek","Upper",7.092916667
"2005-02-25",2005,2,25,"Butte Creek","Upper",7.608333333
"2005-02-26",2005,2,26,"Butte Creek","Upper",6.86875
"2005-02-27",2005,2,27,"Butte Creek","Upper",6.86375
"2005-02-28",2005,2,28,"Butte Creek","Upper",6.960416667
"2005-03-01",2005,3,1,"Butte Creek","Upper",6.3575
"2005-03-02",2005,3,2,"Butte Creek","Upper",7.1075
"2005-03-03",2005,3,3,"Butte Creek","Upper",6.860833333
